id,cleaned_text,label,label_numeric
1938,org g wang leehom,not_hate_speech,0
1939,susah si emg me as nutritionist to my bebal patients pakbu poko sampe ketemu better renti mah renti kaga at least i ve tried,not_hate_speech,0
1940,langsung lebaran coach justin maaf coach si taktik,not_hate_speech,0
1941,plis pray to god nafkahin bela kerja dzalim bales instansi urus,not_hate_speech,0
1942,ayam gepreknya masbro pas sampe provinsi tinggal paruh pas sampe bupati alhamdulillah sampe desa tinggal aroma,not_hate_speech,0
1943,jiakakakak keluar hari kapita rb org tolak subsidi ngekostngontrak abadi ngikut mertua,not_hate_speech,0
1944,islam ayat iqro bacalahmanusia akal pikir cari kebenaranketika ny warna beda islam baliq harus iqro gali ilmu benar,not_hate_speech,0
1945,ueui i am the world post bahas tolong responnya depok jawa timur,not_hate_speech,0
1946,tim gabung bpbd polsek koramil pmi hasil evakuasi jasad pria temu ambang muara pantai pancer door kabupaten pacitan jawa timur selasa,not_hate_speech,0
1947,rezeki arah weton kepung kaya primbon jawa,not_hate_speech,0
1948,cap lesbi omong,not_hate_speech,0
1949,mode hemat mode loyo,not_hate_speech,0
1950,hercules umur gelimang dosa tobat akhir cari dosa tukang gebuk,hate_speech,1
1951,wkwkwkwk dl smpe rd acc th acc dl jaman beda bertemen sp skg saring sampe rd th acc ak dh lp pass lapuk tinggal nd acc ak followingnya artis cina korea thailand,not_hate_speech,0
1952,ribut,not_hate_speech,0
1953,astaghfirullah tobat pakk takut allah siksa ngeri siksa neraka mahal dahsyat sakit ayoo banyak tingkah jabat ajal dekat,not_hate_speech,0
1954,huhuhuuu syediii bcs tementemen ku ngucapin yaa gimana yaa umur harga raya ulangtahun istimewa,not_hate_speech,0
1955,umur susah skrng sulit jagain bayi gampang ngewe ngewe bilah kondom pakai selotip pakai usahain crot mulut crot silit,hate_speech,1
1956,imo banyak kenal islam sholat allahortu lupa ajar esensi ibadah lupa ajar tauhid anak sholat allah sholat wajib dsb,not_hate_speech,0
1957,hoya purpureofusca kenal lilinlilinan ungu bunga lilin coklat ungu spesies endemik indonesia tumbuh alami hutan hujan tropis jawa sumatra pulau sunda tumbuh epifit tempel batang,not_hate_speech,0
1958,ngolokin perempuan dokter lonte lonte kasihan,hate_speech,1
1959,gin ras koarkoar jarah toko cina demo kemaren lol,hate_speech,1
1960,puncak pas isilopnya dateng si anj markus cok ngebuat tai bener anying manusia woiiii pas isilopnya nembakin pistol kena tembak,hate_speech,1
1961,penting agama pejabat pekerjaan,not_hate_speech,0
1962,sore online pribumi lucu sejarah,not_hate_speech,0
1963,bodoh penting rakyat gila,hate_speech,1
1964,jalan keparat agama sore sunda gila,hate_speech,1
1965,bangke istri lama online sejarah sekali,hate_speech,1
1966,bangsat cina cina gila,hate_speech,1
1967,kampus politisi kerja keluarga,not_hate_speech,0
1968,sore agama gila sekali,hate_speech,1
1969,anak tolol politisi sekali,hate_speech,1
1970,tua basi brengsek,hate_speech,1
1971,jijik bangsat tolol,hate_speech,1
1972,pendidikan lama film sakit,not_hate_speech,0
1973,sakit anjing jujur parah,hate_speech,1
1974,gila jujur hari sekali,hate_speech,1
1975,bodoh babi jijik,hate_speech,1
1976,lama bodoh bangsat,hate_speech,1
1977,bangsat menjijikkan sekali,hate_speech,1
1978,penjilat bangsat jijik,hate_speech,1
1979,jawa suka main bola,not_hate_speech,0
1980,anjing gila anjing,hate_speech,1
1981,hari ini lucu,not_hate_speech,0
1982,gila brengsek tua,hate_speech,1
1983,sunda politik jujur,not_hate_speech,0
1984,bangsat sakit anjing,hate_speech,1
1985,sakit sekali brengsek,hate_speech,1
1986,sejarah jijik tua gila,hate_speech,1
1987,tolol jujur sekali,hate_speech,1
1988,jijik gila brengsek,hate_speech,1
1989,suami bangsat sekali,hate_speech,1
1990,pukimak orang sekali,hate_speech,1
1991,lama tobat kali,not_hate_speech,0
1992,hati bodoh kaget banget,hate_speech,1
1993,kampus gila bangsat,hate_speech,1
1994,agama jijik jujur,hate_speech,1
1995,tikus bangsat brengsek,hate_speech,1
1996,agama kaget lama,not_hate_speech,0
1997,brengsek sekali jujur,hate_speech,1
1998,tolol menjijikkan sekali,hate_speech,1
1999,bodoh tobat banget,hate_speech,1
2000,perempuan jijik sekali,hate_speech,1
2001,anjing bodoh kali,hate_speech,1
2002,bangsat babi tolol,hate_speech,1
2003,hidup cina kaget jujur,not_hate_speech,0
2004,agama babi sekali,hate_speech,1
2005,tolol menjijikkan sekali,hate_speech,1
2006,rasis jijik tolol,hate_speech,1
2007,jijik cina politisi gila,hate_speech,1
2008,tua bijaksana sekali,not_hate_speech,0
2009,terkutuk kaget gila,hate_speech,1
2010,pejabat tolol gila,hate_speech,1
2011,sejarah gila sakit,hate_speech,1
2012,orang tua jujur cinta,not_hate_speech,0
2013,lama bodoh brengsek,hate_speech,1
2014,jijik banget jujur,hate_speech,1
2015,sejarah bodoh tolol,hate_speech,1
2016,hari ini lucu,not_hate_speech,0
2017,politisi gila bangsat,hate_speech,1
2018,tolol bangsat sakit,hate_speech,1
2019,anjing bodoh jijik,hate_speech,1
2020,orang tua menjijikkan sekali,hate_speech,1
2021,sunda cina gila,hate_speech,1
2022,bodoh babi tolol,hate_speech,1
2023,jawa hebat sekali,not_hate_speech,0
2024,agama babi tolol,hate_speech,1
2025,tolol jijik gila,hate_speech,1
2026,rasis sakit brengsek,hate_speech,1
2027,tolol menjijikkan sekali,hate_speech,1
2028,brengsek sakit gila,hate_speech,1
2029,hari ini lucu,not_hate_speech,0
2030,tolol menjijikkan sekali,hate_speech,1
2031,bangsat babi tolol,hate_speech,1
2032,rasis gila brengsek,hate_speech,1
2033,anjing menjijikkan tolol,hate_speech,1
2034,bodoh tobat sekali,hate_speech,1
2035,rasis gila brengsek,hate_speech,1
2036,menjijikkan tolol gila,hate_speech,1
2037,tolol menjijikkan sekali,hate_speech,1
2038,bangsat jijik tolol,hate_speech,1
2039,jijik gila brengsek,hate_speech,1
2040,anjing bodoh jijik,hate_speech,1
2041,orang tua menjijikkan sekali,hate_speech,1
2042,sunda cina gila,hate_speech,1
2043,bodoh babi tolol,hate_speech,1
2044,jawa hebat sekali,not_hate_speech,0
2045,agama babi tolol,hate_speech,1
2046,tolol jijik gila,hate_speech,1
2047,rasis sakit brengsek,hate_speech,1
2048,tolol menjijikkan sekali,hate_speech,1
2049,brengsek sakit gila,hate_speech,1
2050,hari ini lucu,not_hate_speech,0
2051,tolol menjijikkan sekali,hate_speech,1
2052,bangsat babi tolol,hate_speech,1
2053,rasis gila brengsek,hate_speech,1
2054,anjing menjijikkan tolol,hate_speech,1
2055,bodoh tobat sekali,hate_speech,1
2056,rasis gila brengsek,hate_speech,1
2057,menjijikkan tolol gila,hate_speech,1
2058,tolol menjijikkan sekali,hate_speech,1
2059,bangsat jijik tolol,hate_speech,1
2060,jijik gila brengsek,hate_speech,1
2061,anjing bodoh jijik,hate_speech,1
2062,orang tua menjijikkan sekali,hate_speech,1
2063,sunda cina gila,hate_speech,1
2064,bodoh babi tolol,hate_speech,1
2065,jawa hebat sekali,not_hate_speech,0
2066,agama babi tolol,hate_speech,1
2067,tolol jijik gila,hate_speech,1
2068,rasis sakit brengsek,hate_speech,1
2069,tolol menjijikkan sekali,hate_speech,1
2070,brengsek sakit gila,hate_speech,1
2071,hari ini lucu,not_hate_speech,0
2072,tolol menjijikkan sekali,hate_speech,1
2073,bangsat babi tolol,hate_speech,1
2074,rasis gila brengsek,hate_speech,1
2075,anjing menjijikkan tolol,hate_speech,1
2076,bodoh tobat sekali,hate_speech,1
2077,rasis gila brengsek,hate_speech,1
2078,menjijikkan tolol gila,hate_speech,1
2079,tolol menjijikkan sekali,hate_speech,1
2080,bangsat jijik tolol,hate_speech,1
2081,jijik gila brengsek,hate_speech,1
2082,anjing bodoh jijik,hate_speech,1
2083,orang tua menjijikkan sekali,hate_speech,1
2084,sunda cina gila,hate_speech,1
2085,bodoh babi tolol,hate_speech,1
2086,jawa hebat sekali,not_hate_speech,0
2087,agama babi tolol,hate_speech,1
2088,tolol jijik gila,hate_speech,1
2089,rasis sakit brengsek,hate_speech,1
2090,tolol menjijikkan sekali,hate_speech,1
2091,brengsek sakit gila,hate_speech,1
2092,hari ini lucu,not_hate_speech,0
2093,tolol menjijikkan sekali,hate_speech,1
2094,bangsat babi tolol,hate_speech,1
2095,rasis gila brengsek,hate_speech,1
2096,keparat cina lokal parah,hate_speech,1
2097,lokal video kampus cabul sekolah gila,hate_speech,1
2098,rakyat keparat banget,hate_speech,1
2099,yahudi komunis banget,hate_speech,1
2100,politisi tolol kristen sekali,hate_speech,1
2101,agama jijik bodoh sekali,hate_speech,1
2102,anak tolol jijik gila,hate_speech,1
2103,film tua sekali,not_hate_speech,0
2104,tidur brengsek jijik banget,hate_speech,1
2105,sejarah jijik tolol gila,hate_speech,1
2106,anjing bodoh jijik,hate_speech,1
2107,agama babi tolol,hate_speech,1
2108,agama gila babi,hate_speech,1
2109,jawa hebat sekali,not_hate_speech,0
2110,gila rasis jijik,hate_speech,1
2111,tolol menjijikkan brengsek,hate_speech,1
2112,kaget brengsek gila,hate_speech,1
2113,sejarah lucu hari,not_hate_speech,0
2114,tolol jijik bodoh,hate_speech,1
2115,bodoh babi jijik,hate_speech,1
2116,rasis menjijikkan tolol,hate_speech,1
2117,jijik gila brengsek,hate_speech,1
2118,anjing bodoh jijik,hate_speech,1
2119,orang tua menjijikkan sekali,hate_speech,1
2120,sunda cina gila,hate_speech,1
2121,bodoh babi tolol,hate_speech,1
2122,jawa hebat sekali,not_hate_speech,0
2123,agama babi tolol,hate_speech,1
2124,tolol jijik gila,hate_speech,1
2125,rasis sakit brengsek,hate_speech,1
2126,tolol menjijikkan sekali,hate_speech,1
2127,brengsek sakit gila,hate_speech,1
2128,hari ini lucu,not_hate_speech,0
2129,tolol menjijikkan sekali,hate_speech,1
2130,bangsat babi tolol,hate_speech,1
2131,rasis gila brengsek,hate_speech,1
2132,anjing menjijikkan tolol,hate_speech,1
2133,bodoh tobat sekali,hate_speech,1
2134,rasis gila brengsek,hate_speech,1
2135,menjijikkan tolol gila,hate_speech,1
2136,tolol menjijikkan sekali,hate_speech,1
2137,bangsat jijik tolol,hate_speech,1
2138,jijik gila brengsek,hate_speech,1
2139,anjing bodoh jijik,hate_speech,1
2140,orang tua menjijikkan sekali,hate_speech,1
2141,sunda cina gila,hate_speech,1
2142,bodoh babi tolol,hate_speech,1
2143,jawa hebat sekali,not_hate_speech,0
2144,agama babi tolol,hate_speech,1
2145,tolol jijik gila,hate_speech,1
2146,rasis sakit brengsek,hate_speech,1
2147,tolol menjijikkan sekali,hate_speech,1
2148,brengsek sakit gila,hate_speech,1
2149,hari ini lucu,not_hate_speech,0
2150,tolol menjijikkan sekali,hate_speech,1
2151,bangsat babi tolol,hate_speech,1
2152,rasis gila brengsek,hate_speech,1
2153,anjing menjijikkan tolol,hate_speech,1
2154,bodoh tobat sekali,hate_speech,1
2155,rasis gila brengsek,hate_speech,1
2156,menjijikkan tolol gila,hate_speech,1
2157,tolol menjijikkan sekali,hate_speech,1
2158,bangsat jijik tolol,hate_speech,1
2159,jijik gila brengsek,hate_speech,1
2160,anjing bodoh jijik,hate_speech,1
2161,orang tua menjijikkan sekali,hate_speech,1
2162,sunda cina gila,hate_speech,1
2163,bodoh babi tolol,hate_speech,1
2164,jawa hebat sekali,not_hate_speech,0
2165,agama babi tolol,hate_speech,1
2166,tolol jijik gila,hate_speech,1
2167,rasis sakit brengsek,hate_speech,1
2168,tolol menjijikkan sekali,hate_speech,1
2169,brengsek sakit gila,hate_speech,1
2170,hari ini lucu,not_hate_speech,0
2171,tolol menjijikkan sekali,hate_speech,1
2172,bangsat babi tolol,hate_speech,1
2173,rasis gila brengsek,hate_speech,1
2174,anjing menjijikkan tolol,hate_speech,1
2175,bodoh tobat sekali,hate_speech,1
2176,rasis gila brengsek,hate_speech,1
2177,menjijikkan tolol gila,hate_speech,1
2178,tolol menjijikkan sekali,hate_speech,1
2179,bangsat jijik tolol,hate_speech,1
2180,jijik gila brengsek,hate_speech,1
2181,anjing bodoh jijik,hate_speech,1
2182,orang tua menjijikkan sekali,hate_speech,1
2183,sunda cina gila,hate_speech,1
2184,bodoh babi tolol,hate_speech,1
2185,jawa hebat sekali,not_hate_speech,0
2186,agama babi tolol,hate_speech,1
2187,tolol jijik gila,hate_speech,1
2188,rasis sakit brengsek,hate_speech,1
2189,tolol menjijikkan sekali,hate_speech,1
2190,brengsek sakit gila,hate_speech,1
2191,hari ini lucu,not_hate_speech,0
2192,tolol menjijikkan sekali,hate_speech,1
2193,bangsat babi tolol,hate_speech,1
2194,rasis gila brengsek,hate_speech,1
2195,anjing menjijikkan tolol,hate_speech,1
2196,bodoh tobat sekali,hate_speech,1
2197,rasis gila brengsek,hate_speech,1
2198,menjijikkan tolol gila,hate_speech,1
2199,tolol menjijikkan sekali,hate_speech,1
2200,bangsat jijik tolol,hate_speech,1
2201,jijik gila brengsek,hate_speech,1
2202,anjing bodoh jijik,hate_speech,1
2203,orang tua menjijikkan sekali,hate_speech,1
2204,sunda cina gila,hate_speech,1
2205,bodoh babi tolol,hate_speech,1
2206,jawa hebat sekali,not_hate_speech,0
2207,agama babi tolol,hate_speech,1
2208,tolol jijik gila,hate_speech,1
2209,rasis sakit brengsek,hate_speech,1
2210,tolol menjijikkan sekali,hate_speech,1
2211,brengsek sakit gila,hate_speech,1
2212,hari ini lucu,not_hate_speech,0
2213,tolol menjijikkan sekali,hate_speech,1
2214,bangsat babi tolol,hate_speech,1
2215,rasis gila brengsek,hate_speech,1
2216,anjing menjijikkan tolol,hate_speech,1
2217,bodoh tobat sekali,hate_speech,1
2218,rasis gila brengsek,hate_speech,1
2219,menjijikkan tolol gila,hate_speech,1
2220,tolol menjijikkan sekali,hate_speech,1
2221,bangsat jijik tolol,hate_speech,1
2222,jijik gila brengsek,hate_speech,1
2223,anjing bodoh jijik,hate_speech,1
2224,orang tua menjijikkan sekali,hate_speech,1
2225,sunda cina gila,hate_speech,1
2226,bodoh babi tolol,hate_speech,1
2227,jawa hebat sekali,not_hate_speech,0
2228,agama babi tolol,hate_speech,1
2229,tolol jijik gila,hate_speech,1
2230,rasis sakit brengsek,hate_speech,1
2231,tolol menjijikkan sekali,hate_speech,1
2232,brengsek sakit gila,hate_speech,1
2233,hari ini lucu,not_hate_speech,0
2234,tolol menjijikkan sekali,hate_speech,1
2235,bangsat babi tolol,hate_speech,1
2236,rasis gila brengsek,hate_speech,1
2237,anjing menjijikkan tolol,hate_speech,1
2238,bodoh tobat sekali,hate_speech,1
2239,rasis gila brengsek,hate_speech,1
2240,menjijikkan tolol gila,hate_speech,1
2241,tolol menjijikkan sekali,hate_speech,1
2242,bangsat jijik tolol,hate_speech,1
2243,jijik gila brengsek,hate_speech,1
2244,anjing bodoh jijik,hate_speech,1
2245,orang tua menjijikkan sekali,hate_speech,1
2246,sunda cina gila,hate_speech,1
2247,bodoh babi tolol,hate_speech,1
2248,jawa hebat sekali,not_hate_speech,0
2249,agama babi tolol,hate_speech,1
2250,tolol jijik gila,hate_speech,1
2251,rasis sakit brengsek,hate_speech,1
2252,tolol menjijikkan sekali,hate_speech,1
2253,brengsek sakit gila,hate_speech,1
2254,hari ini lucu,not_hate_speech,0
2255,tolol menjijikkan sekali,hate_speech,1
2256,bangsat babi tolol,hate_speech,1
2257,rasis gila brengsek,hate_speech,1
2258,anjing menjijikkan tolol,hate_speech,1
2259,bodoh tobat sekali,hate_speech,1
2260,rasis gila brengsek,hate_speech,1
2261,menjijikkan tolol gila,hate_speech,1
2262,tolol menjijikkan sekali,hate_speech,1
2263,bangsat jijik tolol,hate_speech,1
2264,jijik gila brengsek,hate_speech,1
2265,anjing bodoh jijik,hate_speech,1
2266,orang tua menjijikkan sekali,hate_speech,1
2267,sunda cina gila,hate_speech,1
2268,bodoh babi tolol,hate_speech,1
2269,jawa hebat sekali,not_hate_speech,0
2270,agama babi tolol,hate_speech,1
2271,tolol jijik gila,hate_speech,1
2272,rasis sakit brengsek,hate_speech,1
2273,tolol menjijikkan sekali,hate_speech,1
2274,brengsek sakit gila,hate_speech,1
2275,hari ini lucu,not_hate_speech,0
2276,tolol menjijikkan sekali,hate_speech,1
2277,bangsat babi tolol,hate_speech,1
2278,rasis gila brengsek,hate_speech,1
2279,anjing menjijikkan tolol,hate_speech,1
2280,bodoh tobat sekali,hate_speech,1
2281,rasis gila brengsek,hate_speech,1
2282,menjijikkan tolol gila,hate_speech,1
2283,tolol menjijikkan sekali,hate_speech,1
2284,bangsat jijik tolol,hate_speech,1
2285,jijik gila brengsek,hate_speech,1
2286,anjing bodoh jijik,hate_speech,1
2287,orang tua menjijikkan sekali,hate_speech,1
2288,sunda cina gila,hate_speech,1
2289,bodoh babi tolol,hate_speech,1
2290,jawa hebat sekali,not_hate_speech,0
2291,agama babi tolol,hate_speech,1
2292,tolol jijik gila,hate_speech,1
2293,rasis sakit brengsek,hate_speech,1
2294,tolol menjijikkan sekali,hate_speech,1
2295,brengsek sakit gila,hate_speech,1
2296,hari ini lucu,not_hate_speech,0
2297,tolol menjijikkan sekali,hate_speech,1
2298,bangsat babi tolol,hate_speech,1
2299,rasis gila brengsek,hate_speech,1
2300,anjing menjijikkan tolol,hate_speech,1
2301,apa tolll bakti tiket surga elu agama islam mending elu diam malu ayat al quran hadist diam mulut mu,hate_speech,1
2302,duit perempuan org sakit pensiunin atas,not_hate_speech,0
2303,eh asu ngebanter banter bawa bawa kampung banyak coli gesrek otak,hate_speech,1
2304,kejut aunty baya haha anyway sorg doc pompuan single cina kenal la kat sbb nk pi jumpa org nk dating,not_hate_speech,0
2305,la sokong arsenal bengap,hate_speech,1
2306,kakek usia golong agama suku anugerah indah kakek gantung cucu cucu nilai,not_hate_speech,0
2307,i dh kena jahat sbb mmg bleh gelap mata pdahal before ayah tinggal okay je n tinggal xnk then lepas hire lawyer nak hak dia sebab dh thu amount tanggungjawab lepas bab duit smua nk,hate_speech,1
2308,blah blah blah blah,not_hate_speech,0
2309,g milih,not_hate_speech,0
2310,umur hun asa kemarin lulus sma,not_hate_speech,0
2311,bunuh kombinasi butuh kurang sadar penuh garut tingkat miskin kumpul besi hasil risiko ledak,not_hate_speech,0
2312,wkwkwkwkwkwk tanggung ngobrol vivian dua ngilang or were they hiding and watching how vivian enjoys hanging out with proxy,not_hate_speech,0
2313,dunia tua enggak,not_hate_speech,0
2314,mu sanggup bayarin biaya ptn jalur mandiri terus kalaupun swastanya itu kayak telu or trisakti menurutku gas dulu ajaaaa simak ui atau utul ugm itu. Yang penting kamu seriussss banget belajarnyaa biar bisa ngerjain ujiannya buat nutupin skor utbk mu,not_hate_speech,0
2315,atas survive pencen lepas contoh ble bisnes or x x,not_hate_speech,0
2316,nutupin borok saran tanggung jawab buat jabat bayar sejahtera momong keluarga,not_hate_speech,0
2317,tau tongkrong model banci nyali luar beranicuma di rumah krna dia tau org tua nya ga akan melawan bkn krna ortu takut melainkan rsa sayang nya membuat mereka bingung harus berbuat ap,hate_speech,1
2318,syok rekan ngasih dapat atas pakai bahasa sunda kasar ku rekan usia atas tetep syok meanwhile ngajak ngobrol pakai bahasa sunda bahasa lemes,not_hate_speech,0
2319,for me as non jawa sapa pakai nunjukin hormat gap org kenal turut sapa ngasih kesan jarak karna untuk asing,not_hate_speech,0
2320,kagaaa khofifah emil nama jatoh justu pram bisa dipaksa maju pilpres baik bargaining capres or cawapres kalo pdip akhirnya ga gegabah. Lagian pram gada ambisi ke 2029. Walau usia ga tua tapi secara pengalaman dia udah ketuaan karna dia udah berpolitik sejak muda,not_hate_speech,0
2321,kaki kencing n kuasa mcmni xboleh pas tunggang akar umbi kempen utk bersatu. Sbb dia gila kuasa nk jd pm sedaq diri tu dah tua n sakit takut xsempat. Tu yg dia buat apa saja n tikam blakang tu,hate_speech,1
2322,program perata gizi bedain makan effort bekal org makan gratis klian sadar kursi kelas pilih puasa ktimbang makan,not_hate_speech,0
2323,benerr salah koar twt gibran goblog. tapi harusnya yg di edukasi tuh orang tua remaja sound horeg mas mas madura ig dan tiktok. ini marah2 di twt yg mostly pendukung 01 dan 03 jadinya kek sia sia bjir ga ada perubahan. jatohnya marah2 sendiri,hate_speech,1
2324,gibran optimistis indonesia emas generasi dihimpit ongkos kuliah mahal kerja serabutan ditolak terusmenerus dan tetap miskin meski sudah bekerja keras.,not_hate_speech,0
2325,males guys ken pelamin ehhhhee,not_hate_speech,0
2326,kenchi ngeleg,not_hate_speech,0
2327,musim lelaki tunggu perempuan masuk minang haa bujang la,not_hate_speech,0
2328,je,not_hate_speech,0
2329,koq pikir simple buka konferensi ayo tampil publik liput media pede lulus ugm pegang ijasah lulus pede bangga almamater ugm,not_hate_speech,0
2330,tuju monyet mandang fisik fisik tuatipuan make up or operasi cacat lari selagi,not_hate_speech,0
2331,animator aman karya kenal komik jelasin a kalang muda kerja si juki pasutri gaje gundala tahilalats b kalang kerja kho ping hoo mahabarata,not_hate_speech,0
2332,mayan nonton ngajak paman bibi dll sesat kultus manusia gusanabahan dzikir joget minum air doa dll amplop pergi nelpon abah izin alias,hate_speech,1
2333,didik nnti bebal,hate_speech,1
2334,tim gabung polri basarnas bpbd rawan evakuasi korban tinggal peristiwa longsor kawasan tambang gunung kuda cirebon jawa barat minggu,not_hate_speech,0
2335,kesel program program aneh kesel laku nama lebaran murid mudik murid emng pergi pergi ngerepotin,not_hate_speech,0
2336,tingkah ajar bener ku ngedidik ngejaga seragam,hate_speech,1
2337,tingkat jt,not_hate_speech,0
2338,oke sip nyesel jamin merah,not_hate_speech,0
2339,nyalahin gerak tambah ilmu hasil jual hunter kripto tekan keluar anak sadar investasi main saham kripto emas,not_hate_speech,0
2340,item or biru era lupaa,not_hate_speech,0
2341,fs foglamp grill logo grill ford mustang kondisi pakai harga jt free ongkir p jawa wa,not_hate_speech,0
2342,subhanallah rusak nilai luhur islam etika milik ilmu sifat org harga aoalg sifat org ounya tolong tolong,not_hate_speech,0
2343,manggil gimana tetangga harus ku panggil pakde uh muda lek jawa om manggil om,not_hate_speech,0
2344,kalo ditanya orang tua mau pake adat apa pas nikah sama sylus nanti? dengan lantang aku jawab adat jawa,not_hate_speech,0
2345,hi boyz siapa the boyz plis jawa,not_hate_speech,0
2346,bener yaa tinggal pandang muda sehat tinggal uda huhu,not_hate_speech,0
2347,kondisi tubuh hilang ikan molamola tahan sebab,not_hate_speech,0
2348,tahan by bntar malem org ntar,not_hate_speech,0
2349,malu om jafar,hate_speech,1
2350,faak idamann bank swasta benerin atm pakai sendal celana pendek rambut putih masuk pintu salam langsung arah ruang nasabah prioritas wishlist parah hidup aki aki,not_hate_speech,0
2351,edisi lebaran sungkem ngabekten bahasa jawa cc,not_hate_speech,0
2352,yah senbatsu senior masuk wakil gen konteks jabat regenerasi cari gen kasih percaya pegang penting grup,not_hate_speech,0
2353,ngasih tenang papua bangun jalan,not_hate_speech,0
2354,kali diam,not_hate_speech,0
2355,iya hidup asik otak kembang hati busuk aaaaa ama org,hate_speech,1
2356,sampe umur ngene yo bakar nek yo strict parent tai kotok engkok nek umbar wong tuo jare ga di reken. repot musuh arek saiki. ga tahun baruan ngono keroken a kon,hate_speech,1
2357,youngji trus salfok printilan fighting poin bss bangetttt si dk mata sipit maung trus poin kagetttt,not_hate_speech,0
2358,macem ajah ajar yah maaf gila,not_hate_speech,0
2359,kata umur cewek kurang fertilitynya cowok hey cewek this cewek that sperma cacat mentang kauss keladi hamilin cewek muda ewh wkwkwk,hate_speech,1
2360,ubah demo ubah demo,not_hate_speech,0
2361,umur segitu labillabilnya,not_hate_speech,0
2362,teror tonton reminder awas tonton,not_hate_speech,0
2363,g ngerti ajar agama kyknya istilah gundik islam durhaka maki org,hate_speech,1
2364,jotos masuk penjara jaksa masukin penjara bunuh mumpung jumat,hate_speech,1
2365,ngakak nurut nyebt fresh in person. Ih yang suka dm dd dan nanyain dd left out apa gak itu dulu abang loh. Soalnya dulu lumayna mengkhawatirkan ‍♀ parah bocil berani-beraninya orang tua. Wkwkw gak demdud emang kebetulan suka bnw aja soalnya enak di mata.,not_hate_speech,0
2366,benernya komunis beda agam,not_hate_speech,0
2367,tahan hama lidah mertua mini serang hama jadi pilih ideal mula kebun,not_hate_speech,0
2368,hilang mimpi ambisi topang salah pikir egois sange you filthy bitch gotta stop trying to be relatable duh corny ass shit cut that out wtf,hate_speech,1
2369,islam cewek dewasa perlu tanggung ayah meni suami emg wajib gantung sadar mau perempuan,not_hate_speech,0
2370,salahin ulah,hate_speech,1
2371,cakep edan ai suruh anime realistis,not_hate_speech,0
2372,bang je nasihat maki hamun ko dh bang kecik petik hadisquran maki,hate_speech,1
2373,alas,not_hate_speech,0
2374,piknik main komen maksud hadir biar komunis korupsi gantung suruh ajar komen bobrok,not_hate_speech,0
2375,bule cakep bener,not_hate_speech,0
2376,inimah minum gratis neng,not_hate_speech,0
2377,samala saiz sikit lawa,not_hate_speech,0
2378,ngidam manggil cowo spill cari cowo jawa,not_hate_speech,0
2379,hilang panggungteriak demokrasi gibran pilih rakyatbukan pilih congor mu,hate_speech,1
2380,efektif siswa nakal protes bawa barak militerbakan anak bak jawa barat protes,not_hate_speech,0
2381,alquran edit alquran islam percaya alkitab hoax,not_hate_speech,0
2382,hayuk,not_hate_speech,0
2383,bude saksi tampak nabi muhammad mimpi org org muslim,not_hate_speech,0
2384,surprisingly ibu tagih kursi pijat mall skrng ayok ayok ajak ngemall pikir org kdng complex maybe karna km khawatir perlu dadak or else emg butuh sabar hdpin nder,not_hate_speech,0
2385,stress sumpah based on true fucking love story,not_hate_speech,0
2386,aing total keun dh anjay dh kmprt,hate_speech,1
2387,ngewenya kaga pakai kondom,hate_speech,1
2388,milik milik lahir lahir penuh miskin kurang sayang,hate_speech,1
2389,berak babi,hate_speech,1
2390,geram qinlan nak tunggu reaksi hongye mesti kejut beruk bayang comel kejut,not_hate_speech,0
2391,gamau ngatain ah cok lupada cap durhaka kaga peduli gimana,hate_speech,1
2392,dosaaaaaaa,hate_speech,1
2393,didu libat duluan ringkus didu kritik otak dipake malu umur,hate_speech,1
2394,waffen ss cecunguk main tentara guna papua anjengasu nty babi monokotil,hate_speech,1
2395,sampe konsisten salah emg legend underground al fatihah om ricky,not_hate_speech,0
2396,emg ayah tipe masakan rumah resto resto masakan lokalkeluarga masak dada anget org diajakin jajan viral resto komennya ngalahin food reviewer,not_hate_speech,0
2397,lagupenyanyi papua ngira papua dalam,not_hate_speech,0
2398,islam san turun tionghoa asli bg nanggung mertua situ doa spy kuat,not_hate_speech,0
2399,translate jawa,not_hate_speech,0
2400,wmnya kudu muka anyg biar ilangin wmnya ilang si mohan bengo klo dimuka,hate_speech,1
2401,bacot anjing mulyono tolol bangsat,hate_speech,1
2402,prabowo papua melaju hadir mbg pilih belanja bahan baku,not_hate_speech,0
2403,mesti sejarah yahudi ama islam lekat jaman agama yahudi bangun herodes keliling kota yerusalem tembok ratap sisasisa dinding bait suci yahudi yerusalem islam sejarah gmn,not_hate_speech,0
2404,anggota dewan umur otak eror,hate_speech,1
2405,emg tukang jait tukang nyari preman madura,not_hate_speech,0
2406,papua sana ajar anak barter barang jajan ajar mental emis,not_hate_speech,0
2407,alhamdulillah masyaallah tabarakallah husband and lepas kahwin pandai sesuai even nenek syg gila dkt husband sbb pandai ambik hati org,not_hate_speech,0
2408,jawa cant relate,not_hate_speech,0
2409,cmiiw generalisasi banyak hun neneknenek cina dengar rumah tinggal seharihari milik,not_hate_speech,0
2410,gblk pingin pahlawan asa palestine anda evac malah terimakasih babi zionis gaperlu susah kirim rudal ngusir dah anda sok selametin. dah tua pikun antikritik cacat logika dahlah pensiun ae wo,hate_speech,1
2411,beginijelek didik rendah sengsara produk gagal remaja,hate_speech,1
